coh_tot,coh_avg,coh_avg_pond,topics,seed
-0.8540140376449021,-0.0371310451149957,0.0434782608695652,23,421
1.3417209990607903,0.0583356956113387,0.0434782608695652,23,422
0.7453318259623976,0.0324057315635825,0.0434782608695652,23,423
-0.1501717426953153,-0.0065292062041441,0.0434782608695652,23,424
0.2040623360325015,0.0085025973346875,0.0416666666666666,24,420
-0.8701053394662834,-0.0362543891444284,0.0416666666666666,24,421
1.260791826730125,0.0525329927804218,0.0416666666666666,24,422
-0.1918284522975844,-0.007992852179066,0.0416666666666666,24,423
0.412368071926001,0.0171820029969167,0.0416666666666666,24,424
-0.3053698571125029,-0.0122147942845001,0.04,25,420
-0.7046916906683292,-0.0281876676267331,0.0399999999999999,25,421
0.9206444458656856,0.0368257778346274,0.04,25,422
-0.0626848068358483,-0.0025073922734339,0.0399999999999999,25,423
-0.5777365028592477,-0.0231094601143699,0.04,25,424
-0.524632344577256,-0.0201781670991252,0.0384615384615384,26,420
-0.9129170500887748,-0.0351121942341836,0.0384615384615384,26,421
0.079981368270732,0.0030762064719512,0.0384615384615384,26,422
-0.5034516620261948,-0.0193635254625459,0.0384615384615384,26,423
0.1846724238280741,0.007102785531849,0.0384615384615384,26,424
-0.625133808641492,-0.0231531040237589,0.037037037037037,27,420
-1.2458651775725005,-0.0461431547249074,0.037037037037037,27,421
0.8334511243538928,0.0308685601612552,0.037037037037037,27,422
-0.3489834897585944,-0.0129253144355035,0.037037037037037,27,423
0.3782426766688762,0.0140089880247731,0.037037037037037,27,424
-0.5712918413795756,-0.0204032800492705,0.0357142857142857,28,420
-0.9932858902453364,-0.0354744960801905,0.0357142857142857,28,421
0.2094193738603488,0.0074792633521553,0.0357142857142857,28,422
0.5151079489534784,0.0183967124626242,0.0357142857142857,28,423
-0.6778802032683414,-0.0242100072595836,0.0357142857142857,28,424
0.3913756264591989,0.0134957112572137,0.0344827586206896,29,420
-0.5868301016665362,-0.0202355207471219,0.0344827586206896,29,421
-0.3576172223748658,-0.0123316283577539,0.0344827586206896,29,422
0.050128316446824,0.0017285626360973,0.0344827586206896,29,423
-0.0782683264669372,-0.0026989078092047,0.0344827586206897,29,424
-0.6314423779797533,-0.0210480792659917,0.0333333333333333,30,420
-1.2592324259855965,-0.0419744141995198,0.0333333333333333,30,421
0.5025417044992553,0.0167513901499751,0.0333333333333333,30,422
-0.3508394749037555,-0.0116946491634585,0.0333333333333333,30,423
-0.6150874858402322,-0.0205029161946744,0.0333333333333333,30,424
-0.3062044386101067,-0.0098775625358098,0.032258064516129,31,420
-1.1973640432373371,-0.0386246465560431,0.032258064516129,31,421
0.0631692974085584,0.0020377192712438,0.0322580645161289,31,422
0.1024814337898901,0.0033058527028996,0.032258064516129,31,423
-0.1928994896527477,-0.0062225641823466,0.032258064516129,31,424
-0.0311144088247678,-0.0009723252757739,0.0312499999999996,32,420
-1.798587694174102,-0.0562058654429406,0.03125,32,421
-0.1699289543761117,-0.0053102798242534,0.0312499999999999,32,422
0.8458881580812958,0.0264340049400404,0.03125,32,423
-1.4460349192417816,-0.0451885912263056,0.03125,32,424
0.4390836432776135,0.0133055649478064,0.0303030303030303,33,420
-2.408212375825891,-0.0729761326007845,0.0303030303030303,33,421
0.1792641366057135,0.0054322465638095,0.0303030303030303,33,422
-0.4876887827865335,-0.0147784479632282,0.0303030303030303,33,423
-1.307555738161484,-0.0396229011564086,0.0303030303030303,33,424
-0.6175790500791287,-0.0181640897082096,0.0294117647058823,34,420
-1.2808399273542206,-0.0376717625692417,0.0294117647058823,34,421
-0.1159718100438765,-0.0034109355895257,0.0294117647058823,34,422
-0.3283585199842674,-0.009657603528949,0.0294117647058823,34,423
-1.1719229217520253,-0.0344683212280007,0.0294117647058823,34,424
-0.4545451702657815,-0.0129870048647366,0.0285714285714285,35,420
-1.5922459832113551,-0.0454927423774672,0.0285714285714285,35,421
0.7221892745043562,0.020633979271553,0.0285714285714285,35,422
-0.9535565433662728,-0.0272444726676077,0.0285714285714285,35,423
-1.3918471817848532,-0.03976706233671,0.0285714285714285,35,424
-0.032391122462052,-0.0008997534017236,0.0277777777777777,36,420
-0.7895276328393421,-0.0219313231344261,0.0277777777777777,36,421
-0.4431715151436281,-0.0123103198651007,0.0277777777777777,36,422
0.1631276556496759,0.0045313237680465,0.0277777777777777,36,423
-1.1658822610583248,-0.0323856183627312,0.0277777777777777,36,424
-0.8256450045397786,-0.0223147298524264,0.027027027027027,37,420
-2.096431067925645,-0.0566602991331255,0.027027027027027,37,421
-0.8089414928251818,-0.0218632835898697,0.027027027027027,37,422
-0.2987909515529179,-0.0080754311230518,0.027027027027027,37,423
-0.3716149192420723,-0.0100436464660019,0.027027027027027,37,424
-2.1561193039471407,-0.0567399816828194,0.0263157894736842,38,420
-1.1498086298120398,-0.0302581218371589,0.0263157894736842,38,421
0.1846715322180308,0.0048597771636323,0.0263157894736841,38,422
-0.6319206581634709,-0.0166294910043018,0.0263157894736842,38,423
-1.068923659686152,-0.0281295699917408,0.0263157894736842,38,424
-1.856883146662036,-0.0476123883759496,0.0256410256410256,39,420
-2.266722432340592,-0.0581210880087331,0.0256410256410256,39,421
-0.4049215256836931,-0.0103826032226587,0.0256410256410256,39,422
-1.1718802171951412,-0.0300482106973113,0.0256410256410256,39,423
-0.9535499745687164,-0.0244499993479158,0.0256410256410256,39,424
-1.4354877374937838,-0.0358871934373446,0.025,40,420
-1.1264889998912953,-0.0281622249972823,0.0249999999999999,40,421
-0.6182270494606847,-0.0154556762365171,0.0249999999999999,40,422
-0.3429632417955566,-0.0085740810448889,0.025,40,423
-0.3132915766501608,-0.007832289416254,0.0249999999999999,40,424
-1.4747736100456132,-0.035970088049893,0.024390243902439,41,420
-2.079522263805992,-0.0507200552147802,0.024390243902439,41,421
-1.2334864018299083,-0.0300850341909733,0.024390243902439,41,422
-0.5758402483451793,-0.0140448841059799,0.024390243902439,41,423
-1.0306848354519274,-0.0251386545232177,0.024390243902439,41,424
-1.676159639350654,-0.0399085628416822,0.0238095238095238,42,420
-2.5640320582599294,-0.0610483823395221,0.0238095238095238,42,421
-0.1114767254162038,-0.0026542077480048,0.0238095238095238,42,422
-1.225205783305606,-0.029171566269181,0.0238095238095238,42,423
-2.2446748068660254,-0.0534446382587148,0.0238095238095238,42,424
-2.16700494689185,-0.0503954638812058,0.0232558139534883,43,420
-1.4743301803166733,-0.0342867483794575,0.0232558139534883,43,421
-0.6337480324617988,-0.0147383263363209,0.0232558139534883,43,422
-0.6046158631007216,-0.0140608340255981,0.0232558139534883,43,423
-1.190274575900053,-0.0276808040906989,0.0232558139534883,43,424
-2.020616228868225,-0.0459230961106414,0.0227272727272727,44,420
-2.359063093018845,-0.0536150702958828,0.0227272727272727,44,421
-1.3304736103553445,-0.0302380365989851,0.0227272727272727,44,422
-1.0738647283611544,-0.0244060165536626,0.0227272727272727,44,423
-1.5660121015204838,-0.0355911841254655,0.0227272727272727,44,424
-1.6419291912767358,-0.0364873153617052,0.0222222222222222,45,420
-1.7383344407818555,-0.0386296542395967,0.0222222222222222,45,421
-1.1604336119327292,-0.025787413598505,0.0222222222222222,45,422
-0.4760317868947128,-0.0105784841532158,0.0222222222222222,45,423
-1.566599299404673,-0.0348133177645482,0.0222222222222222,45,424
-2.1023072611292988,-0.0457023317636803,0.0217391304347825,46,420
-1.633148609952759,-0.0355032306511469,0.0217391304347826,46,421
-1.1636885769643994,-0.0252975777600956,0.0217391304347826,46,422
-1.4460946297047437,-0.03143683977619,0.0217391304347826,46,423
-1.1964442576503418,-0.0260096577750074,0.0217391304347826,46,424
-1.582622249854983,-0.0336728138267017,0.0212765957446808,47,420
-2.1504460320100534,-0.0457541708938309,0.0212765957446808,47,421
-1.4720683774288823,-0.0313206037750826,0.0212765957446808,47,422
-1.4693081490676116,-0.0312618755120768,0.0212765957446808,47,423
-1.0070805746159257,-0.0214272462684239,0.0212765957446808,47,424
-1.2330530131564217,-0.0256886044407587,0.0208333333333333,48,420
-3.0283788194306744,-0.0630912254048057,0.0208333333333333,48,421
-0.7259674450155138,-0.0151243217711565,0.0208333333333333,48,422
-1.2635109277259728,-0.0263231443276244,0.0208333333333333,48,423
-2.156696895181601,-0.0449311853162833,0.0208333333333333,48,424
-1.4711568142275748,-0.0300236084536239,0.0204081632653061,49,420
-1.451853065442774,-0.0296296543967913,0.0204081632653061,49,421
-1.7581862351238218,-0.0358813517372208,0.0204081632653061,49,422
-0.9313929490249866,-0.0190080193678568,0.0204081632653061,49,423
-2.263770569211826,-0.0461993993716699,0.0204081632653061,49,424
-1.809058418161814,-0.0361811683632363,0.02,50,420
-3.012741326974621,-0.0602548265394924,0.0199999999999999,50,421
-0.915071332421078,-0.0183014266484215,0.02,50,422
-1.83248183514472,-0.0366496367028943,0.0199999999999999,50,423
-1.7150456935999887,-0.0343009138719997,0.02,50,424
